Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Labor Law Information or Complaint,Vendor Payment Direct Deposit Program,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Payment Plan,Pay a Parking Ticket - Online,,,,,,,,
Division Transfer,Flu Vaccine Shot or Spray,Flu Vaccine Shot or Spray,,,,,,,,
Business Tax Payment,,,,,,,,,,
Division Transfer,Painted Curb Condition,,,,,,,,,
Lost Property in a Taxi - Medallion Number Known,Lost Property in a Taxi - Medallion Number Not Found by 311,,,,,,,,,
Health Insurance Coverage Application Assistance,Health Insurance for Children - Child Health Plus,,,,,,,,,
Contact or Locate a City Marshal,Find a Towed Vehicle - Plate Number Known,Reclaim a Towed Vehicle - Marshal or Sheriff,,,,,,,,
Recycling Rules - Glass,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Find a Towed Vehicle - Plate Number Known,,,,,,,,,
Blocked Sidewalk - Construction,Caller Hung Up,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Get a Professiol License,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Bag of Garbage or Loose Debris in Street,Bag of Garbage or Loose Debris in Street,,,,,,,,,
Abandoned Vehicle With Plates on Public Property,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Illegal Parking Complaint,,,,,,,,,,
MetroCard - Information and Complaint,,,,,,,,,,
Contact Information - Directory Assistance,Find an Event - General,,,,,,,,,
Apartment Maintence Complaint,Mold Complaint - Apartment,,,,,,,,,
IDNYC - Change or Look Up Appointment,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Toll Bridge or Tunnel - To New Jersey,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Find a Police Precinct or PSA by Location,Find a Towed Vehicle - Plate Number Known,,,,,,,,,
ABCs of Housing - Housing Rules and Regulations for NYC Owners and Tents,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,Residential Public Area Maintence Complaint,,,,,,,,
City Worker or Agency Complaint or Compliment,Division Transfer,Inmate Account Deposit,,,,,,,,
"IDNYC Complaints, Status, and Inquiries",,,,,,,,,,
Food Protection Course for Businesses that Serve or Process Food - Online,,,,,,,,,,
City Worker or Agency Complaint or Compliment,Service Request Status - General,Tree Pruning - General Information,,,,,,,,
Division Transfer,Find a Police Precinct or PSA by Location,,,,,,,,,
"IDNYC Complaints, Status, and Inquiries",,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Homeless Shelter Intake for Single Adults,,,,,,,,,,
Pay a Parking Ticket - Online,,,,,,,,,,
Labor Law Information or Complaint,,,,,,,,,,
Voluntary Placement of a Child in Foster Care,,,,,,,,,,
Public Assistance or Welfare Information,Unemployment Insurance Information,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Adult Probation Supervision - Manhattan,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Property Pickup for Former Rikers Island Inmates,,,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,Housing Court Information for Tent and Landlord Disputes,Lawyer Referral,,,,,,,,
Food Protection Course for Businesses that Serve or Process Food - Classroom,,,,,,,,,,
Lost Property in a Taxi - Medallion Number Known,Lost Property in a Taxi - Medallion Number Known,Lost Property in a Taxi - Medallion Number Not Found by 311,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Disabled Vehicle on Street,,,,,,,,,,
Hot Transfer 911,Traffic - Non-Emergency Condition,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Public Housing Maintence,,,,,,,,,,
Hospital or Clinic Complaint,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
CFC and Freon Removal - Appointment,Electronic Recycling,,,,,,,,,
Homeless Shelter Intake for Single Adults,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Schedule a Plan Examiner Appointment,Schedule a Plan Examiner Appointment,,,,,,,,,
Child Support Information and Assistance,,,,,,,,,,
"IDNYC Card - Corrections, Changes, and Lost Cards","IDNYC Complaints, Status, and Inquiries",,,,,,,,,
Missed Garbage Collection,Missed Recycling Collection,,,,,,,,,
Caller Hung Up,,,,,,,,,,
"Bed Bug Complaint - Apartment, Hotel or Single Room Occupancy","Bed Bug Complaint - Apartment, Hotel or Single Room Occupancy",Residential Building-Wide Maintence Complaint,Residential Public Area Maintence Complaint,,,,,,,
Find a Police Precinct or PSA by me,Illegal Parking Complaint,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Federal Tax Assistance for Individuals - IRS,,,,,,,,,,
Elementary and Middle School Enrollment - No Zoned School,Find a School Zone,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
"Car Service, Limousine or Ambulette Drivers License",,,,,,,,,,
Find a Consulate,,,,,,,,,,
"IDNYC Complaints, Status, and Inquiries",,,,,,,,,,
Homelessness Prevention through HomeBase,,,,,,,,,,
Public Housing Inquiries - Brooklyn,,,,,,,,,,
Find a Police Precinct or PSA by me,,,,,,,,,,
Recycling Rules - Plastic,,,,,,,,,,
Schedule a Plan Examiner Appointment,Schedule a Plan Examiner Appointment,,,,,,,,,
"IDNYC Complaints, Status, and Inquiries",,,,,,,,,,
Muni-Meter Defective or Damaged,,,,,,,,,,
Division Information Provided,Find a Food Pantry or Soup Kitchen,,,,,,,,,
City Contract or Payment Problems,Establish a UPK Program,,,,,,,,,
Apartment Maintence Complaint,Housing Court Information for Tent and Landlord Disputes,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Improper Use of City Parking Permit,Noise from Vehicle,Noise from Vehicle,,,,,,,,
Organics Collection Pilot Program,,,,,,,,,,
Division Information Provided,Find a Public Hospital,,,,,,,,,
Wild or Stray or Injured Animal in a Park,,,,,,,,,,
Corporation Dissolution Information,,,,,,,,,,
School Transfer Request,,,,,,,,,,
Child Care Fincial Assistance - Children's Services Clients,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
211 Information,New York City Rent Increase Information,Noise from Neighbor,,,,,,,,
Sanitation Complaint - Private Carter,,,,,,,,,,
Medicare Assistance,Medicare Assistance,,,,,,,,,
Find an Event - General,,,,,,,,,,
Muni-Meter Information,,,,,,,,,,
Jail System Complaint,,,,,,,,,,
Apartment Maintence Complaint,Housing Court Information for Tent and Landlord Disputes,,,,,,,,,
Recycling Rules - Paper,Recycling Rules - Plastic,Residential Garbage Rules,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Social Security - Benefits Application and Assistance,,,,,,,,,,
Status of Active Street or Sidewalk Construction Permits,Worksite or Service Information Hotline - Con Edison,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Car Accident,,,,,,,,,,
"Animal - Injured or Sick - Large Wildlife, Large or Unusual Bird, or Endangered Species",,,,,,,,,,
Elevator or Escalator Defective or Without Permit,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,Illegal Eviction or Lockout,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,Service Request Status - General,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
New York State Tax Information,,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,,,,,,,,,
Animal Spay-Neuter Services - ASPCA,,,,,,,,,,
Interpreting Parking or Traffic Sign or Regulation,Parking Sign Locator,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Find a Towed Vehicle - Plate Number Unknown - NYPD,Find a Towed Vehicle - Plate Number Unknown - NYPD,,,,,,,,
Caller Hung Up,,,,,,,,,,
Charter School Information,,,,,,,,,,
"Biking, Rollerblading or Skating - Chronic Condition",,,,,,,,,,
Hot Transfer 911,Traffic or Pedestrian Sigl Condition,,,,,,,,,
Animal - Found or Stray - Dog or Large Wildlife,,,,,,,,,,
Lawyer Referral for Seniors,,,,,,,,,,
Harassment,Noise from Neighbor,,,,,,,,,
Child Care Fincial Assistance - Find a Center or Network - Child 18 Months to 4 Years,,,,,,,,,,
Water and Sewer Bill Information,,,,,,,,,,
Missed Recycling Collection,Missed Recycling Collection,,,,,,,,,
Dangerous Location or Situation,,,,,,,,,,
IDNYC - Change or Look Up Appointment,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Arrested Person Location - Brooklyn,,,,,,,,,,
Illegal Parking Complaint,,,,,,,,,,
Find a Food Pantry or Soup Kitchen,,,,,,,,,,
Building Construction Without Permit,Noise from Store or Business,Noise from Store or Business,,,,,,,,
Noise from Street or Sidewalk,,,,,,,,,,
Day Care Center Referrals,,,,,,,,,,
Department of Motor Vehicles - Assistance and Office Locations,,,,,,,,,,
Unemployment Insurance Information,,,,,,,,,,
Find a Public Hospital,,,,,,,,,,
Pothole on Street,,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
Taxi Inquiry or Complaint from Taxi Driver or Taxi Licensee,,,,,,,,,,
Food Protection Course for Businesses that Serve or Process Food - Online,,,,,,,,,,
Health Insurance for Adults - Medicaid,,,,,,,,,,
Animal - Possibly Rabid,,,,,,,,,,
MetroCard - Information and Complaint,,,,,,,,,,
"Find a Towed Vehicle - Accident, Filming, Street Event, or Construction",Find a Towed Vehicle - Plate Number Known,Reclaim a Towed Vehicle - NYPD,,,,,,,,
Student Record Request - Former Student,,,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,,,,,,,,,,
Find a Public Hospital,,,,,,,,,,
Traffic Conditions - New York Metro Area,,,,,,,,,,
CFC and Freon Removal - Appointment,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Find a Towed Vehicle - Plate Number Unknown - NYPD,,,,,,,,,
Dog License - Apply or Renew,Service Dog Information,Service Dog Information,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,,,,,,,,,,
Become a School Safety Agent,Civil Service Exam Information,,,,,,,,,
Apartment Maintence Complaint,Rent Information Line,,,,,,,,,
Dog License - Apply or Renew,Dog License Status - Mailed In,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,Service Request Status - General,,,,,,,,
File Claim Against the City,,,,,,,,,,
General Information - NYC Courts,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,
Dirty Sidewalk,Outside of 311 Jurisdiction,Water and Sewer Service Line Protection Program,,,,,,,,
Food Safety Complaint - Deli or Restaurant,,,,,,,,,,
Animal - Injured or Sick - Stray Dog or Cat,,,,,,,,,,
Service Request Follow-Up,Service Request Follow-Up,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
"IDNYC Complaints, Status, and Inquiries",,,,,,,,,,
Contact Information - Directory Assistance,NYC Radio and Television - Information and Complaint,,,,,,,,,
Arrested Person Location - Bronx,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Find a Police Precinct or PSA by Location,"Find a Towed Vehicle - Accident, Filming, Street Event, or Construction",Find a Towed Vehicle - Plate Number Known,,,,,,,,
Heat or Hot Water Complaint in Apartment,Illegal Eviction or Lockout,,,,,,,,,
Tow Truck Exemption License - Apply,,,,,,,,,,
MetroCard - Information and Complaint,,,,,,,,,,
Report Public Housing or NYCHA Section 8 Landlord or Tent Fraud,,,,,,,,,,
Animal - Injured or Sick Pet,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Alterte Side Parking or Street Cleaning Information,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Towed Vehicle Information,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Department of Motor Vehicles - Assistance and Office Locations,,,,,,,,,,
Property Tax Reduction - Co-op or Condo Building - Apply for an Abatement,,,,,,,,,,
County Clerk - Brooklyn,Marriage Record from 1930 to Present,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Caller Hung Up,Parking Ticket Lookup - Ticket and Plate Number Unknown,,,,,,,,,
Food Stamp Complaint,,,,,,,,,,
Streetlight Condition,,,,,,,,,,
211 Information,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Home Improvement Contractor License - Renew or Status,,,,,,,,,,
One Shot Deal - Short Term Emergency Assistance,,,,,,,,,,
Pay Property Tax - Online,Property Tax Account Assistance and Bill Information,Property Tax Assistance - School Tax Relief (STAR),Property Tax Homeowner Tax Benefit Application - General,Property Tax Reduction - Co-op or Condo Building - Apply for an Abatement,,,,,,
Zoning Information Desk,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Food Protection Course for Businesses that Serve or Process Food - Online,,,,,,,,,,
Marriage License - Bronx,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,,,,,,,,,,
IDNYC - Change or Look Up Appointment,IDNYC - Make an Appointment,IDNYC - Make an Appointment,,,,,,,,
Children's Services Case Status - For Parents,,,,,,,,,,
Noise from Vehicle,,,,,,,,,,
Rent Security - Interest Earned,Rent Security - Interest Earned,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Commercial Waste Disposal for Professiols in Residential Buildings - ProFee,,,,,,,,,,
Telemarketing Do Not Call Registry,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Animal Spay-Neuter Services - ASPCA,,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,Apartment Maintence Complaint,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Payment Problem or Pelty Adjustment,Parking Ticket Payment Problem or Pelty Adjustment,,,,,,,,
Public School Calendar,,,,,,,,,,
Food Poisoning Complaint - 1 or 2 People Sick,Street Vendor - Unlicensed or Operating in Prohibited Area,,,,,,,,,
Arrested Person Location - Manhattan,,,,,,,,,,
Find a Police Precinct or PSA by me,,,,,,,,,,
Find a School,Find a School,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
Food Stamp Center,Food Stamp Complaint,,,,,,,,,
Traffic - Emergency Condition,,,,,,,,,,
Animal - Injured or Sick - Stray Dog or Cat,,,,,,,,,,
Fire Hydrant Running Full,,,,,,,,,,
Electrical Complaint in Apartment,Electrical Complaint in Apartment,Electrical Wiring Complaint,,,,,,,,
Home Sharing for Seniors,Housing Options - Senior - Low-Income,,,,,,,,,
Verizon Telephone Poles and Wires,,,,,,,,,,
Bus or Subway - Information and Complaint,Bus or Subway - Information and Complaint,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,Residential Building-Wide Maintence Complaint,Residential Building-Wide Maintence Complaint,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,,,,,,,,,,
Early Intervention Services for Developmentally Delayed Infants - Manhattan,,,,,,,,,,
Improper Use of City Parking Permit,Improper Use of City Parking Permit,Parking Permit - Disability - General Information and Application Status,,,,,,,,
General Information - NYC Courts,,,,,,,,,,
Homelessness Prevention through HomeBase,,,,,,,,,,
Birth Certificate Correction or Change,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
"IDNYC Complaints, Status, and Inquiries",,,,,,,,,,
Division Transfer,Food Stamp Center,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Report Sexual Assault,,,,,,,,,,
HEAP,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,New York City Housing Lottery,Streetlight Condition,,,,,,,,
Caller Hung Up,,,,,,,,,,
Recycling and Trash Collection Schedules,,,,,,,,,,
Parking Ticket Lookup - Ticket and Plate Number Unknown,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,
Department of Education Worker or Agency Complaint or Compliment,,,,,,,,,,
Sale of Alcohol to Minor,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
ECB Violation - Information,,,,,,,,,,
NYC Commuter Benefits,,,,,,,,,,
tiol Grid Customer Service,tiol Grid Customer Service,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Inmate Account Deposit,Inmate Location and Information,,,,,,,,,
New Tree Request - City Street,,,,,,,,,,
HEAP,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Division Transfer,Streetlight Condition,,,,,,,,,
Find a Towed Vehicle - Plate Number Unknown - NYPD,Illegal Parking Complaint,Parking Ticket Lookup - Ticket or Plate Number Known,SCRIE - Assistance - Renewal Applicant,,,,,,,
Child Care Fincial Assistance - Eligibility and Application In Person or By Phone,Division Information Provided,,,,,,,,,
Quit Smoking Assistance,,,,,,,,,,
U.S. Postal Service Consumer Hotline,,,,,,,,,,
Streetlight Condition,,,,,,,,,,
Broken Sidewalk - 3 or Fewer Residential Units,"Trees and Sidewalk Repair for 1, 2 and 3 Family Residential Property",,,,,,,,,
Inmate Location and Information,,,,,,,,,,
Heat Complaint in NYCHA Building,,,,,,,,,,
Health Insurance for Adults - Medicaid,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Find a Towed Vehicle - Plate Number Unknown - NYPD,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Streetlight Condition,,,,,,,,,,
Food Stamp Center,,,,,,,,,,
Building Construction Uuthorized After Hours,,,,,,,,,,
City Worker or Agency Complaint or Compliment,Homeless Shelter Complaint - Shelter Client,,,,,,,,,
Civil Service Exam Information,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Noise from Neighbor,Noise from Street or Sidewalk,,,,,,,,,
Streetlight Condition,,,,,,,,,,
Alarm In Progress,,,,,,,,,,
Motor Vehicle Registration and License Plates,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,Traffic Ticket Information,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
"Speed Camera - New, Removal or Complaint",,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Inmate Location and Information,Noise from Construction,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Noise from Club or Bar,,,,,,,,,,
Graffiti Cleanup Request - by Owner,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Damage to Street - Utility Work,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Dispute Mediation Service,Noise from Neighbor,,,,,,,,,
Find a Park,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Find a Police Precinct or PSA by me,Inmate Location and Information,,,,,,,,,
Pay a Speed Camera Violation Online,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Quit Smoking Assistance,,,,,,,,,,
Heat Complaint in NYCHA Building,,,,,,,,,,
Noise from Construction After Hours,,,,,,,,,,
Lost Property in a Taxi - Medallion Number Known,Lost Property in a Taxi - Medallion Number Not Found by 311,,,,,,,,,
Noise from Construction After Hours,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Payment Problem or Pelty Adjustment,Parking Ticket Payment Problem or Pelty Adjustment,,,,,,,,
U.S. Postal Service Consumer Hotline,,,,,,,,,,
Noise from Street or Sidewalk,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - Online,,,,,,,,
Service Request Status - General,,,,,,,,,,
Pothole on Street,Service Request Status - General,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Residential Space Used as Business,,,,,,,,,,
Disposal of Leaves,,,,,,,,,,
Catch Basin Clogged or Blocked,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,
Food Stamp Assistance,Rent Information Line,SCRIE - Application for Seniors Not Enrolled,SCRIE - Application for Seniors Not Enrolled,,,,,,,
Property Tax Account Assistance and Bill Information,,,,,,,,,,
Abandoned Vehicle Without Plates on Public Property,Illegal Dumping - Chronic,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Property Tax Assistance - School Tax Relief (STAR),Property Tax Exemption - Persol Exemption Removal,Property Tax Exemption - Persol Exemption Removal,,,,,,,,
Find a Police Precinct or PSA by me,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,,,,,,,,,,
Harassment,Report an Illegal Immigrant,,,,,,,,,
Illegal Conversion of Residential Space,,,,,,,,,,
Boiler Inspection Notice of Violation,,,,,,,,,,
Division Information Provided,Find a Food Pantry or Soup Kitchen,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Missing Person,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Health Insurance for Adults - Medicaid,,,,,,,,,,
Division Transfer,Illegal Dumping - Chronic,Illegal Dumping - Chronic,Illegal Dumping - Past,Improper Trash Disposal,,,,,,
Abandoned Vehicle Without Plates on Public Property,Service Request Status - General,,,,,,,,,
Smoke-Free Housing Kit for Landlords and Maging Agents,,,,,,,,,,
Property Tax Exemption Information,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Asbestos Complaint - Disturbed - Priority,Building Construction Site Unsafe - Priority,,,,,,,,,
Homeless Drop-In Centers,Homeless Shelter Intake for Single Adults,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Greenmarket and Farmers Markets,,,,,,,,,,
Public Utility Complaint,,,,,,,,,,
Pay a Parking Ticket - By Mail,,,,,,,,,,
Food Stamp Center,Job Center Complaint,,,,,,,,,
Water and Sewer Bill Account Information Update,,,,,,,,,,
Eviction Prevention Assistance - Non-Payment of Rent - Mobile Seniors,Lawyer Referral for Seniors,,,,,,,,,
CFC and Freon Removal - Appointment,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Letter of Exemplification - Birth Certificate,,,,,,,,,,
Certificate of Occupancy and Letter of No Objection - Manhattan,,,,,,,,,,
Public Assistance or Welfare Information,,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Telemarketing Fraud Complaint,,,,,,,,,,
Parking Ticket Payment Problem or Pelty Adjustment,Parking Ticket Payment Problem or Pelty Adjustment,,,,,,,,,
Electronic Recycling,,,,,,,,,,
Division Transfer,Find a Police Precinct or PSA by Location,,,,,,,,,
Arrested Person Location - Brooklyn,,,,,,,,,,
City Worker or Agency Complaint or Compliment,Electronic Recycling,tiol Grid Customer Service,Recycling Rules - Plastic,Residential Garbage Rules,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - Online,Speed Camera Violation Payment Problem or Pelty Adjustment,,,,,,,,
Laundry License - Renew or Status,,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Taxi Driver License,,,,,,,,,,
Booted Vehicle Information,Find a Towed Vehicle - Plate Number Known,,,,,,,,,
Division Transfer,Find a Police Precinct or PSA by Location,"Find a Towed Vehicle - Accident, Filming, Street Event, or Construction",,,,,,,,
City Worker or Agency Complaint or Compliment,Police Officer Misconduct,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Property Tax Account Assistance and Bill Information,Property Tax Account Assistance and Bill Information,,,,,,,,,
Animal Abuse,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Fight a Parking Ticket - Online,Service Request Status - General,,,,,,,,,
Division Transfer,Find a Police Precinct or PSA by me,,,,,,,,,
Election and Voting Information,,,,,,,,,,
Property Pickup for Former Rikers Island Inmates,,,,,,,,,,
Bail Refund,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Property Record Information,,,,,,,,,,
Status of a Birth Certificate Order,Status of a Birth Certificate Order,,,,,,,,,
Muni-Meter Defective or Damaged,,,,,,,,,,
Become a Police Officer,,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
Home Instruction Information,Nurses for Pregnt Teens Under 18 Years Old - Brooklyn,,,,,,,,,
NYC Agency Commissioner and Senior Staff Information,,,,,,,,,,
ECB Violation - Information,,,,,,,,,,
Medical or Health Related Emergency,,,,,,,,,,
City Worker or Agency Complaint or Compliment,Commercial Cyclist Legislation,Motor Vehicle Registration and License Plates,,,,,,,,
Find a Towed Vehicle - Plate Number Known,,,,,,,,,,
General Vendor License - Apply,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,Apartment Maintence Complaint,,,,,,,,
Abandoned Vehicle With Plates on Public Property,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Home Care Complaint - Expanded In-Home Services for the Elderly,Home Care Complaint - Medicaid Funded,Home Care Complaint - Other,,,,,,,,
One Shot Deal - Short Term Emergency Assistance,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,,,,,,,,,,
Food Stamp Center,,,,,,,,,,
Homeless Drop-In Centers,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - By Mail,,,,,,,,,
Special Education Evaluation,,,,,,,,,,
Sidewalk Violation Dismissal - Property Owner Fixed,,,,,,,,,,
Animal Abuse,,,,,,,,,,
CFC and Freon Removal - Appointment,,,,,,,,,,
Electronic Recycling,ReuseNYC Dotions Exchange,,,,,,,,,
Lost Property in a Taxi - Medallion Number Known,Lost Property in a Taxi - Medallion Number Not Found by 311,,,,,,,,,
New York State Business Permit or License,,,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
Food Stamp Complaint,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,Rent Information Line,,,,,,,,,
Motor Vehicle Registration and License Plates,,,,,,,,,,
Smoke Alarm Giveaway,,,,,,,,,,
Unemployment Insurance Information,,,,,,,,,,
City Worker or Agency Complaint or Compliment,Service Request Status - General,Service Request Status - General,,,,,,,,
Dog License - Apply or Renew,,,,,,,,,,
Service Request Status - General,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Inmate Location and Information,,,,,,,,,,
Litter Basket Request,Litter Basket Request,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Traffic Ticket Information,Traffic Violation - Fight Ticket or Appeal Hearing Decision,,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,Illegal Conversion of Residential Space,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,IDNYC Benefits,IDNYC General Information,,,,,,,
Bicycle Helmet Distribution Information,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Smoke Alarm Giveaway,Smoke Alarm Giveaway,,,,,,,,,
Traffic Violation - Pay Ticket,Traffic Violation - Pay Ticket,,,,,,,,,
Apartment Maintence Complaint,Division Transfer,Division Transfer,,,,,,,,
